date,price
2016-03-25,2619.7
2016-03-26,2620.7
2016-03-27,2621.7
2016-03-28,2622.7
2016-03-29,2620.6
2016-03-30,2631.8
2016-03-31,2629.4
2016-04-01,2299.8
2016-04-02,2521.5
2016-04-03,2753.5
2016-04-04,2598.5
2016-04-05,2737.8
2016-04-06,2825.55
2016-04-07,2913.3
2016-04-08,2922.3
2016-04-09,2831.2
2016-04-10,2740.1
2016-04-11,2791.5
2016-04-12,2721.45
2016-04-13,2651.4
2016-04-14,2634.1
2016-04-15,2626.2
2016-04-16,2631.2
2016-04-17,2636.2
2016-04-18,2641.2
2016-04-19,2678.4
2016-04-20,2659.0
2016-04-21,2651.6
2016-04-22,2652.2
2016-04-23,2651.7999999999997
2016-04-24,2651.4
2016-04-25,2651.0
2016-04-26,2657.8
2016-04-27,2658.9
2016-04-28,2681.6
2016-04-29,2741.7
2016-04-30,2521.5
2016-05-01,2301.3
2016-05-02,2495.1
2016-05-03,2552.8999999999996
2016-05-04,2610.7
2016-05-05,2738.6
2016-05-06,2827.7
2016-05-07,2916.8
2016-05-08,2876.0
2016-05-09,2834.8
2016-05-10,2713.4
2016-05-11,2626.75
2016-05-12,2540.1
2016-05-13,2712.0
2016-05-14,2728.733333333333
2016-05-15,2745.4666666666667
2016-05-16,2762.2
2016-05-17,2738.9
2016-05-18,2731.7
2016-05-19,2681.2
2016-05-20,2716.8
2016-05-21,2710.1333333333337
2016-05-22,2703.4666666666667
2016-05-23,2696.8
2016-05-24,2678.3
2016-05-25,2653.0
2016-05-26,2641.8
2016-05-27,2613.5
2016-05-28,2614.6666666666665
2016-05-29,2615.8333333333335
2016-05-30,2617.0
2016-05-31,2611.5
2016-06-01,2329.8
2016-06-02,2421.3
2016-06-03,2512.8
2016-06-04,2604.3
2016-06-05,2753.8
2016-06-06,2675.5
2016-06-07,2956.6
2016-06-08,2904.85
2016-06-09,2853.1
2016-06-10,2679.9
2016-06-11,2614.05
2016-06-12,2548.2
2016-06-13,2752.7
2016-06-14,2776.5
2016-06-15,2775.2
2016-06-16,2823.2
2016-06-17,2788.9
2016-06-18,2779.2000000000003
2016-06-19,2769.5
2016-06-20,2759.8
2016-06-21,2759.9
2016-06-22,2748.6
2016-06-23,2734.7
2016-06-24,2841.6
2016-06-25,2856.5
2016-06-26,2871.4
2016-06-27,2886.3
2016-06-28,2855.6
2016-06-29,2875.0
2016-06-30,2859.1
2016-07-01,2369.5
2016-07-02,2546.9
2016-07-03,2724.3
2016-07-04,2654.3
2016-07-05,2657.9
2016-07-06,2661.5
2016-07-07,2936.7
2016-07-08,2902.35
2016-07-09,2868.0
2016-07-10,2694.7
2016-07-11,2748.7
2016-07-12,2552.1
2016-07-13,2887.4
2016-07-14,2847.2
2016-07-15,2847.0
2016-07-16,2856.866666666667
2016-07-17,2866.733333333333
2016-07-18,2876.6
2016-07-19,2868.6
2016-07-20,2837.9
2016-07-21,2848.8
2016-07-22,2847.4
2016-07-23,2841.8333333333335
2016-07-24,2836.2666666666664
2016-07-25,2830.7
2016-07-26,2863.2
2016-07-27,2873.7
2016-07-28,2891.9
2016-07-29,2886.0
2016-07-30,2709.3333333333335
2016-07-31,2532.6666666666665
2016-08-01,2356.0
2016-08-02,2597.3
2016-08-03,2724.0
2016-08-04,2654.8
2016-08-05,2679.9
2016-08-06,2705.0
2016-08-07,2934.0
2016-08-08,2868.3
2016-08-09,2864.2
2016-08-10,2798.1499999999996
2016-08-11,2732.1
2016-08-12,2534.6
2016-08-13,2648.633333333333
2016-08-14,2762.6666666666665
2016-08-15,2876.7
2016-08-16,2884.8
2016-08-17,2883.4
2016-08-18,2902.5
2016-08-19,2889.3
2016-08-20,2885.866666666667
2016-08-21,2882.4333333333334
2016-08-22,2879.0
2016-08-23,2894.6
2016-08-24,2857.4
2016-08-25,2842.5
2016-08-26,2837.7
2016-08-27,2839.133333333333
2016-08-28,2840.5666666666666
2016-08-29,2842.0
2016-08-30,2839.6
2016-08-31,2822.3
2016-09-01,2711.0
2016-09-02,2599.7
2016-09-03,2693.4
2016-09-04,2699.2
2016-09-05,2705.0
2016-09-06,2698.2
2016-09-07,2787.45
2016-09-08,2876.7
2016-09-09,2847.2
2016-09-10,2791.1
2016-09-11,2735.0
2016-09-12,2521.7
2016-09-13,2848.5
2016-09-14,2846.3
2016-09-15,2812.3
2016-09-16,2808.2
2016-09-17,2815.7999999999997
2016-09-18,2823.4
2016-09-19,2831.0
2016-09-20,2824.7
2016-09-21,2852.2
2016-09-22,2880.0
2016-09-23,2862.5
2016-09-24,2865.133333333333
2016-09-25,2867.766666666667
2016-09-26,2870.4
2016-09-27,2837.0
2016-09-28,2820.0
2016-09-29,2812.6
2016-09-30,2837.7
2016-10-01,2715.45
2016-10-02,2593.2
2016-10-03,2727.3
2016-10-04,2715.75
2016-10-05,2704.2
2016-10-06,2731.8
2016-10-07,2810.4
2016-10-08,2889.0
2016-10-09,2788.35
2016-10-10,2687.7
2016-10-11,2728.3
2016-10-12,2715.55
2016-10-13,2702.8
2016-10-14,2678.4
2016-10-15,2682.366666666667
2016-10-16,2686.3333333333335
2016-10-17,2690.3
2016-10-18,2694.4
2016-10-19,2714.4
2016-10-20,2728.6
2016-10-21,2720.5
2016-10-22,2719.5
2016-10-23,2718.5
2016-10-24,2717.5
2016-10-25,2722.5
2016-10-26,2725.8
2016-10-27,2717.8
2016-10-28,2729.6
2016-10-29,2727.7666666666664
2016-10-30,2725.9333333333334
2016-10-31,2724.1
2016-11-01,2362.0
2016-11-02,2704.5
2016-11-03,2728.2
2016-11-04,2680.5
2016-11-05,2730.4
2016-11-06,2827.6000000000004
2016-11-07,2924.8
2016-11-08,2903.9
2016-11-09,2796.6000000000004
2016-11-10,2689.3
2016-11-11,2688.0
2016-11-12,2674.233333333333
2016-11-13,2660.4666666666667
2016-11-14,2646.7
2016-11-15,2670.7
2016-11-16,2686.5
2016-11-17,2675.2
2016-11-18,2648.4
2016-11-19,2652.0333333333333
2016-11-20,2655.666666666667
2016-11-21,2659.3
2016-11-22,2662.2
2016-11-23,2620.9
2016-11-24,2618.2
2016-11-25,2614.6
2016-11-26,2614.0333333333333
2016-11-27,2613.4666666666667
2016-11-28,2612.9
2016-11-29,2614.2
2016-11-30,2592.9
2016-12-01,2326.9
2016-12-02,2723.7
2016-12-03,2697.25
2016-12-04,2670.8
2016-12-05,2732.1
2016-12-06,2813.05
2016-12-07,2894.0
2016-12-08,2898.0
2016-12-09,2840.2
2016-12-10,2695.2
2016-12-11,2598.25
2016-12-12,2501.3
2016-12-13,2510.3
2016-12-14,2517.0
2016-12-15,2456.5
2016-12-16,2463.8
2016-12-17,2467.266666666667
2016-12-18,2470.733333333333
2016-12-19,2474.2
2016-12-20,2457.4
2016-12-21,2467.5
2016-12-22,2464.6
2016-12-23,2464.1
2016-12-24,2463.133333333333
2016-12-25,2462.1666666666665
2016-12-26,2461.2
2016-12-27,2469.3
2016-12-28,2484.3
2016-12-29,2498.1
2016-12-30,2497.8
2016-12-31,2534.0333333333333
2017-01-01,2570.266666666667
2017-01-02,2606.5
2017-01-03,2658.8
2017-01-04,2635.6000000000004
2017-01-05,2612.4
2017-01-06,2614.5
2017-01-07,2614.7
2017-01-08,2614.9
2017-01-09,2705.2
2017-01-10,2675.95
2017-01-11,2646.7
2017-01-12,2642.7
2017-01-13,2604.9
2017-01-14,2613.0666666666666
2017-01-15,2621.2333333333336
2017-01-16,2629.4
2017-01-17,2651.1
2017-01-18,2656.1
2017-01-19,2614.4
2017-01-20,2622.3
2017-01-21,2631.9666666666667
2017-01-22,2641.6333333333337
2017-01-23,2651.3
2017-01-24,2661.1
2017-01-25,2610.0
2017-01-26,2603.8
2017-01-27,2589.0
2017-01-28,2591.4333333333334
2017-01-29,2593.866666666667
2017-01-30,2596.3
2017-01-31,2627.3
2017-02-01,2506.5
2017-02-02,2636.2
2017-02-03,2654.9
2017-02-04,2620.45
2017-02-05,2586.0
2017-02-06,2629.9
2017-02-07,2611.65
2017-02-08,2593.4
2017-02-09,2637.3
2017-02-10,2681.2
2017-02-11,2651.5
2017-02-12,2640.05
2017-02-13,2628.6
2017-02-14,2642.4
2017-02-15,2627.2
2017-02-16,2673.4
2017-02-17,2675.0
2017-02-18,2669.133333333333
2017-02-19,2663.266666666667
2017-02-20,2657.4
2017-02-21,2653.2
2017-02-22,2659.0
2017-02-23,2671.4
2017-02-24,2684.1
2017-02-25,2686.6666666666665
2017-02-26,2689.2333333333336
2017-02-27,2691.8
2017-02-28,2687.6
2017-03-01,2525.8
2017-03-02,2618.9
2017-03-03,2629.5
2017-03-04,2603.5
2017-03-05,2588.7
2017-03-06,2573.9
2017-03-07,2559.1
2017-03-08,2593.0
2017-03-09,2632.45
2017-03-10,2671.9
2017-03-11,2630.2
2017-03-12,2594.1
2017-03-13,2558.0
2017-03-14,2544.1
2017-03-15,2523.0
2017-03-16,2581.8
2017-03-17,2582.5
2017-03-18,2583.0333333333333
2017-03-19,2583.5666666666666
2017-03-20,2584.1
2017-03-21,2607.1
2017-03-22,2622.8
2017-03-23,2621.1
2017-03-24,2619.1
2017-03-25,2621.4666666666667
2017-03-26,2623.833333333333
2017-03-27,2626.2
2017-03-28,2625.1
2017-03-29,2605.4
2017-03-30,2597.0
2017-03-31,2591.8
2017-04-01,2537.8
2017-04-02,2567.1
2017-04-03,2596.4
2017-04-04,2625.7
2017-04-05,2532.8
2017-04-06,2538.55
2017-04-07,2544.3
2017-04-08,2569.7
2017-04-09,2739.1
2017-04-10,2661.8
2017-04-11,2646.9
2017-04-12,2632.0
2017-04-13,2658.8
2017-04-14,2658.2
2017-04-15,2657.233333333333
2017-04-16,2656.266666666667
2017-04-17,2655.3
2017-04-18,2651.3
2017-04-19,2654.8
2017-04-20,2663.6
2017-04-21,2660.2
2017-04-22,2649.4666666666667
2017-04-23,2638.733333333333
2017-04-24,2628.0
2017-04-25,2618.0
2017-04-26,2597.5
2017-04-27,2599.0
2017-04-28,2612.4
2017-04-29,2594.7333333333336
2017-04-30,2577.0666666666666
2017-05-01,2559.4
2017-05-02,2573.2000000000003
2017-05-03,2587.0
2017-05-04,2600.8
2017-05-05,2532.4
2017-05-06,2643.5
2017-05-07,2538.3
2017-05-08,2643.3
2017-05-09,2748.3
2017-05-10,2664.8
2017-05-11,2640.75
2017-05-12,2616.7
2017-05-13,2589.3666666666663
2017-05-14,2562.0333333333333
2017-05-15,2534.7
2017-05-16,2537.3
2017-05-17,2588.3
2017-05-18,2618.6
2017-05-19,2615.9
2017-05-20,2613.2
2017-05-21,2610.5
2017-05-22,2607.8
2017-05-23,2625.1
2017-05-24,2604.4
2017-05-25,2604.4
2017-05-26,2620.4
2017-05-27,2620.5333333333333
2017-05-28,2620.666666666667
2017-05-29,2620.8
2017-05-30,2617.6
2017-05-31,2622.0
2017-06-01,2570.8
2017-06-02,2646.4
2017-06-03,2633.3
2017-06-04,2596.8
2017-06-05,2636.0
2017-06-06,2675.2
2017-06-07,2544.9
2017-06-08,2648.0
2017-06-09,2751.1
2017-06-10,2651.8
2017-06-11,2636.0
2017-06-12,2618.7
2017-06-13,2607.5
2017-06-14,2623.1
2017-06-15,2601.7
2017-06-16,2597.8
2017-06-17,2593.0
2017-06-18,2588.2000000000003
2017-06-19,2583.4
2017-06-20,2577.7
2017-06-21,2576.1
2017-06-22,2594.1
2017-06-23,2598.9
2017-06-24,2590.8
2017-06-25,2582.7
2017-06-26,2574.6
2017-06-27,2586.1
2017-06-28,2584.1
2017-06-29,2586.4
2017-06-30,2576.8
2017-07-01,2619.05
2017-07-02,2661.3
2017-07-03,2602.1
2017-07-04,2612.4
2017-07-05,2641.55
2017-07-06,2670.7
2017-07-07,2520.6
2017-07-08,2578.2
2017-07-09,2759.0
2017-07-10,2713.45
2017-07-11,2667.9
2017-07-12,2600.2
2017-07-13,2522.1
2017-07-14,2538.6
2017-07-15,2542.0
2017-07-16,2545.4
2017-07-17,2548.8
2017-07-18,2562.4
2017-07-19,2562.4
2017-07-20,2559.7
2017-07-21,2580.5
2017-07-22,2585.366666666667
2017-07-23,2590.233333333333
2017-07-24,2595.1
2017-07-25,2595.0
2017-07-26,2577.6
2017-07-27,2595.9
2017-07-28,2603.3
2017-07-29,2606.0
2017-07-30,2608.7000000000003
2017-07-31,2611.4
2017-08-01,2642.3500000000004
2017-08-02,2673.3
2017-08-03,2591.6
2017-08-04,2566.3
2017-08-05,2541.0
2017-08-06,2625.9
2017-08-07,2589.1000000000004
2017-08-08,2552.3
2017-08-09,2763.4
2017-08-10,2719.95
2017-08-11,2676.5
2017-08-12,2587.1
2017-08-13,2612.25
2017-08-14,2637.4
2017-08-15,2618.5
2017-08-16,2621.7
2017-08-17,2644.1
2017-08-18,2666.0
2017-08-19,2665.133333333333
2017-08-20,2664.266666666667
2017-08-21,2663.4
2017-08-22,2654.3
2017-08-23,2645.2
2017-08-24,2650.0
2017-08-25,2640.7
2017-08-26,2637.9
2017-08-27,2635.1
2017-08-28,2632.3
2017-08-29,2706.9
2017-08-30,2688.2
2017-08-31,2694.0
2017-09-01,2575.8
2017-09-02,2649.8
2017-09-03,2581.6
2017-09-04,2557.8999999999996
2017-09-05,2534.2
2017-09-06,2617.0
2017-09-07,2597.4
2017-09-08,2577.8
2017-09-09,2631.65
2017-09-10,2685.5
2017-09-11,2684.7
2017-09-12,2708.8999999999996
2017-09-13,2733.1
2017-09-14,2729.4
2017-09-15,2722.8
2017-09-16,2715.9333333333334
2017-09-17,2709.0666666666666
2017-09-18,2702.2
2017-09-19,2703.3
2017-09-20,2708.5
2017-09-21,2692.2
2017-09-22,2696.0
2017-09-23,2700.633333333333
2017-09-24,2705.266666666667
2017-09-25,2709.9
2017-09-26,2731.7
2017-09-27,2697.2
2017-09-28,2695.2
2017-09-29,2691.4
2017-09-30,2649.0
2017-10-01,2606.6
2017-10-02,2634.9
2017-10-03,2572.1
2017-10-04,2591.0
2017-10-05,2533.4
2017-10-06,2520.8
2017-10-07,2508.2
2017-10-08,2641.0
2017-10-09,2672.2
2017-10-10,2703.4
2017-10-11,2694.5
2017-10-12,2696.96
2017-10-13,2699.42
2017-10-14,2701.88
2017-10-15,2704.34
2017-10-16,2706.8
2017-10-17,2681.8
2017-10-18,2673.8
2017-10-19,2683.9
2017-10-20,2674.9
2017-10-21,2670.266666666667
2017-10-22,2665.633333333333
2017-10-23,2661.0
2017-10-24,2671.6
2017-10-25,2657.2
2017-10-26,2654.6
2017-10-27,2640.8
2017-10-28,2643.0333333333333
2017-10-29,2645.266666666667
2017-10-30,2647.5
2017-10-31,2639.9
2017-11-01,2583.1
2017-11-02,2589.2999999999997
2017-11-03,2595.5
2017-11-04,2601.7
2017-11-05,2528.3
2017-11-06,2518.55
2017-11-07,2508.8
2017-11-08,2644.4
2017-11-09,2738.2
2017-11-10,2696.6
2017-11-11,2636.7
2017-11-12,2576.8
2017-11-13,2685.8
2017-11-14,2676.7
2017-11-15,2689.5
2017-11-16,2680.6
2017-11-17,2680.4
2017-11-18,2682.0333333333333
2017-11-19,2683.666666666667
2017-11-20,2685.3
2017-11-21,2670.0
2017-11-22,2680.2
2017-11-23,2675.5
2017-11-24,2674.4
2017-11-25,2676.3
2017-11-26,2678.2
2017-11-27,2680.1
2017-11-28,2671.1
2017-11-29,2654.0
2017-11-30,2649.4
2017-12-01,2629.8
2017-12-02,2635.8
2017-12-03,2641.8
2017-12-04,2647.8
2017-12-05,2535.6
2017-12-06,2621.2
2017-12-07,2519.9
2017-12-08,2623.2
2017-12-09,2726.5
2017-12-10,2694.0
2017-12-11,2632.9
2017-12-12,2571.8
2017-12-13,2567.9
2017-12-14,2579.7
2017-12-15,2579.6
2017-12-16,2586.233333333333
2017-12-17,2592.866666666667
2017-12-18,2599.5
2017-12-19,2591.5
2017-12-20,2597.1
2017-12-21,2599.0
2017-12-22,2598.7
2017-12-23,2598.7
2017-12-24,2598.7
2017-12-25,2598.7
2017-12-26,2599.5
2017-12-27,2634.6
2017-12-28,2655.5
2017-12-29,2644.8
2017-12-30,2645.0333333333333
2017-12-31,2645.266666666667
2018-01-01,2645.5
2018-01-02,2754.1
2018-01-03,2739.7
2018-01-04,2767.8
2018-01-05,2795.9
2018-01-06,2779.9
2018-01-07,2753.3
2018-01-08,2667.9
2018-01-09,2731.7
2018-01-10,2806.1
2018-01-11,2900.7
2018-01-12,2735.6
2018-01-13,2734.0333333333333
2018-01-14,2732.4666666666667
2018-01-15,2730.9
2018-01-16,2741.0
2018-01-17,2738.2
2018-01-18,2731.8
2018-01-19,2736.0
2018-01-20,2736.0666666666666
2018-01-21,2736.133333333333
2018-01-22,2736.2
2018-01-23,2729.5
2018-01-24,2763.4
2018-01-25,2760.5
2018-01-26,2763.0
2018-01-27,2757.4
2018-01-28,2751.7999999999997
2018-01-29,2746.2
2018-01-30,2753.5
2018-01-31,2745.3
2018-02-01,2672.5
2018-02-02,2740.1
2018-02-03,2769.2
2018-02-04,2767.9
2018-02-05,2797.3
2018-02-06,2781.1
2018-02-07,2738.7
2018-02-08,2661.5
2018-02-09,2733.2
2018-02-10,2832.0
2018-02-11,2885.8
2018-02-12,2737.6
2018-02-13,2734.5
2018-02-14,2749.3
2018-02-15,2775.7
2018-02-16,2793.2
2018-02-17,2791.1
2018-02-18,2789.0
2018-02-19,2786.9
2018-02-20,2791.7
2018-02-21,2766.4
2018-02-22,2771.0
2018-02-23,2765.4
2018-02-24,2768.0666666666666
2018-02-25,2770.7333333333336
2018-02-26,2773.4
2018-02-27,2771.5
2018-02-28,2759.6
2018-03-01,2677.7
2018-03-02,2712.633333333333
2018-03-03,2747.5666666666666
2018-03-04,2782.5
2018-03-05,2807.2
2018-03-06,2778.4
2018-03-07,2755.9
2018-03-08,2669.2
2018-03-09,2744.9
2018-03-10,2842.1
2018-03-11,2885.7
2018-03-12,2786.3
2018-03-13,2747.6
2018-03-14,2755.3
2018-03-15,2749.5
2018-03-16,2736.3
2018-03-17,2741.3333333333335
2018-03-18,2746.366666666667
2018-03-19,2751.4
2018-03-20,2747.2
2018-03-21,2765.8
2018-03-22,2778.0
2018-03-23,2809.3
2018-03-24,2809.1
2018-03-25,2808.9
2018-03-26,2808.7
2018-03-27,2791.8
2018-03-28,2785.9
2018-03-29,2765.6
2018-03-30,2763.5
2018-03-31,2719.3
2018-04-01,2675.1
2018-04-02,2713.5666666666666
2018-04-03,2752.0333333333333
2018-04-04,2790.5
2018-04-05,2818.4
2018-04-06,2781.9
2018-04-07,2783.1
2018-04-08,2668.0
2018-04-09,2733.9
2018-04-10,2840.3
2018-04-11,2885.7
2018-04-12,2807.7
2018-04-13,2814.6
2018-04-14,2821.4333333333334
2018-04-15,2828.2666666666664
2018-04-16,2835.1
2018-04-17,2829.2
2018-04-18,2851.7
2018-04-19,2864.3
2018-04-20,2841.3
2018-04-21,2837.0666666666666
2018-04-22,2832.8333333333335
2018-04-23,2828.6
2018-04-24,2832.4
2018-04-25,2840.6
2018-04-26,2835.1
2018-04-27,2825.8
2018-04-28,2819.3333333333335
2018-04-29,2812.866666666667
2018-04-30,2806.4
2018-05-01,2676.1
2018-05-02,2742.7
2018-05-03,2757.7
2018-05-04,2763.2
2018-05-05,2820.6
2018-05-06,2792.0
2018-05-07,2776.3
2018-05-08,2668.0
2018-05-09,2746.5
2018-05-10,2863.7
2018-05-11,2878.7
2018-05-12,2804.8
2018-05-13,2849.7
2018-05-14,2854.8
2018-05-15,2828.5
2018-05-16,2804.4
2018-05-17,2810.7
2018-05-18,2819.2
2018-05-19,2819.3
2018-05-20,2819.3
2018-05-21,2821.8
2018-05-22,2823.5
2018-05-23,2836.5
2018-05-24,2859.5
2018-05-25,2826.2
2018-05-26,2829.0
2018-05-27,2829.1
2018-05-28,2807.8
2018-05-29,2832.3
2018-05-30,2819.3
2018-05-31,2812.8
2018-06-01,2779.65
2018-06-02,2746.5
2018-06-03,2773.9
2018-06-04,2773.5
2018-06-05,2820.6
2018-06-06,2781.6
2018-06-07,2770.7
2018-06-08,2666.4
2018-06-09,2771.3
2018-06-10,2860.4
2018-06-11,2874.5
2018-06-12,2807.7
2018-06-13,2816.9
2018-06-14,2837.6
2018-06-15,2801.7
2018-06-16,2798.8
2018-06-17,2798.0
2018-06-18,2792.4
2018-06-19,2785.1
2018-06-20,2772.3
2018-06-21,2760.5
2018-06-22,2767.2
2018-06-23,2764.3
2018-06-24,2764.3
2018-06-25,2767.9
2018-06-26,2763.4
2018-06-27,2771.0
2018-06-28,2758.2
2018-06-29,2751.8
2018-06-30,2753.3
2018-07-01,2742.15
2018-07-02,2731.0
2018-07-03,2771.9
2018-07-04,2801.95
2018-07-05,2832.0
2018-07-06,2806.8
2018-07-07,2770.1
2018-07-08,2665.4
2018-07-09,2768.7
2018-07-10,2848.0
2018-07-11,2851.9
2018-07-12,2863.4
2018-07-13,2729.4
2018-07-14,2728.9
2018-07-15,2728.9
2018-07-16,2728.7
2018-07-17,2694.8
2018-07-18,2698.6
2018-07-19,2705.7
2018-07-20,2716.2
2018-07-21,2717.6
2018-07-22,2717.5
2018-07-23,2710.8
2018-07-24,2707.5
2018-07-25,2712.3
2018-07-26,2698.3
2018-07-27,2696.2
2018-07-28,2694.5
2018-07-29,2694.5
2018-07-30,2692.7
2018-07-31,2692.7
2018-08-01,2690.1
2018-08-02,2722.7
2018-08-03,2762.4
2018-08-04,2798.65
2018-08-05,2834.9
2018-08-06,2815.0
2018-08-07,2770.1
2018-08-08,2668.0
2018-08-09,2768.7
2018-08-10,2818.3
2018-08-11,2850.0
2018-08-12,2859.5
2018-08-13,2683.9
2018-08-14,2681.8
2018-08-15,2651.2
2018-08-16,2637.9
2018-08-17,2651.8
2018-08-18,2653.8
2018-08-19,2653.7
2018-08-20,2665.0
2018-08-21,2675.8
2018-08-22,2681.9
2018-08-23,2674.6
2018-08-24,2699.7
2018-08-25,2699.6
2018-08-26,2699.6
2018-08-27,2718.3
2018-08-28,2707.4
2018-08-29,2734.6
2018-08-30,2737.6
2018-08-31,2725.6
2018-09-01,2679.6
2018-09-02,2715.1
2018-09-03,2755.4
2018-09-04,2772.1
2018-09-05,2837.2
2018-09-06,2815.3
2018-09-07,2772.9
2018-09-08,2679.6
2018-09-09,2768.7
2018-09-10,2829.8
2018-09-11,2819.9
2018-09-12,2859.5
2018-09-13,2763.1
2018-09-14,2764.2
2018-09-15,2761.5
2018-09-16,2761.5
2018-09-17,2797.0
2018-09-18,2797.1
2018-09-19,2781.8
2018-09-20,2779.7
2018-09-21,2779.5
2018-09-22,2779.5
2018-09-23,2779.7
2018-09-24,2807.4
2018-09-25,2802.5
2018-09-26,2775.4
2018-09-27,2760.1
2018-09-28,2773.8
2018-09-29,2775.1
2018-09-30,2775.1
2018-10-01,2701.7
2018-10-02,2731.7999999999997
2018-10-03,2761.9
2018-10-04,2792.0
2018-10-05,2844.7
2018-10-06,2815.4
2018-10-07,2767.0
2018-10-08,2688.0
2018-10-09,2786.7
2018-10-10,2847.1
2018-10-11,2814.0
2018-10-12,2894.6
2018-10-13,2879.8
2018-10-14,2879.8
2018-10-15,2903.0
2018-10-16,2880.9
2018-10-17,2888.6
2018-10-18,2902.5
2018-10-19,2893.4
2018-10-20,2892.7
2018-10-21,2892.7
2018-10-22,2891.3
2018-10-23,2892.7
2018-10-24,2899.5
2018-10-25,2893.7
2018-10-26,2894.9
2018-10-27,2894.7
2018-10-28,2894.5
2018-10-29,2906.0
2018-10-30,2893.6
2018-10-31,2892.7
2018-11-01,2703.7
2018-11-02,2744.2999999999997
2018-11-03,2784.9
2018-11-04,2825.5
2018-11-05,2854.5
2018-11-06,2818.4
2018-11-07,2744.8
2018-11-08,2686.4
2018-11-09,2791.0
2018-11-10,2898.7
2018-11-11,2820.3
2018-11-12,2884.3
2018-11-13,2786.7
2018-11-14,2806.0
2018-11-15,2797.3
2018-11-16,2816.5
2018-11-17,2814.7
2018-11-18,2814.7
2018-11-19,2808.3
2018-11-20,2800.2
2018-11-21,2800.3
2018-11-22,2796.0
2018-11-23,2770.6
2018-11-24,2771.0
2018-11-25,2772.1
2018-11-26,2774.9
2018-11-27,2759.6
2018-11-28,2760.7
2018-11-29,2740.4
2018-11-30,2736.6
2018-12-01,2709.6
2018-12-02,2729.0
2018-12-03,2752.1
2018-12-04,2811.3
2018-12-05,2851.1
2018-12-06,2812.9
2018-12-07,2735.1
2018-12-08,2686.4
2018-12-09,2784.9
2018-12-10,2881.5
2018-12-11,2811.3
2018-12-12,2872.5
2018-12-13,2851.6
2018-12-14,2860.3
2018-12-15,2860.4
2018-12-16,2860.4
2018-12-17,2863.9
2018-12-18,2818.2
2018-12-19,2811.9
2018-12-20,2839.0
2018-12-21,2827.9
2018-12-22,2827.7
2018-12-23,2827.3
2018-12-24,2851.9
2018-12-25,2857.4
2018-12-26,2849.0
2018-12-27,2871.5
2018-12-28,2869.0
2018-12-29,2869.0
2018-12-30,2869.0
2018-12-31,2859.1
2019-01-01,2865.8
2019-01-02,3024.5
2019-01-03,2948.5
2019-01-04,2858.7
2019-01-05,2853.4
2019-01-06,2915.3
2019-01-07,3061.5
2019-01-08,3208.9
2019-01-09,3507.2
2019-01-10,3378.4
2019-01-11,3424.8
2019-01-12,3372.2
2019-01-13,2909.3
2019-01-14,2933.8
2019-01-15,2946.5
2019-01-16,2947.8
2019-01-17,2944.5
2019-01-18,2931.8
2019-01-19,2930.7
2019-01-20,2930.7
2019-01-21,2925.6
2019-01-22,2939.9
2019-01-23,2932.0
2019-01-24,2918.2
2019-01-25,2957.6
2019-01-26,2969.1
2019-01-27,2969.1
2019-01-28,2971.0
2019-01-29,3006.2
2019-01-30,3003.0
